policy,yield_target,ticker,monday_date,pnl_pct
strict_wheel_no_stops,0.01,RBLX,2023-07-31,-0.002479338842975183
strict_wheel_no_stops,0.01,RBLX,2023-08-07,-0.013636363636363625
strict_wheel_no_stops,0.01,RBLX,2023-08-14,-0.05834710743801655
strict_wheel_no_stops,0.01,RBLX,2023-08-21,-0.02958677685950412
strict_wheel_no_stops,0.01,RBLX,2023-08-28,0.0011570247933884344
strict_wheel_no_stops,0.01,RBLX,2023-09-11,0.01198347107438016
strict_wheel_no_stops,0.01,RBLX,2023-09-18,-0.007768595041322325
strict_wheel_no_stops,0.01,RBLX,2023-09-25,-0.012148760330578504
strict_wheel_no_stops,0.01,RBLX,2023-10-02,0.020991735537190075
strict_wheel_no_stops,0.01,RBLX,2023-10-09,0.012644628099173563
strict_wheel_no_stops,0.01,RBLX,2023-10-16,0.0016528925619834652
strict_wheel_no_stops,0.01,RBLX,2023-10-23,0.001322314049586778
strict_wheel_no_stops,0.01,RBLX,2023-10-30,0.00966942148760329
strict_wheel_no_stops,0.01,RBLX,2023-11-06,0.017438016528925643
strict_wheel_no_stops,0.01,RBLX,2023-11-13,0.04049586776859503
strict_wheel_no_stops,0.01,RBLX,2023-11-20,-0.007355371900826451
strict_wheel_no_stops,0.01,RBLX,2023-11-27,0.006115702479338859
strict_wheel_no_stops,0.01,RBLX,2023-12-04,0.02173553719008261
strict_wheel_no_stops,0.01,RBLX,2023-12-11,-0.006115702479338801
strict_wheel_no_stops,0.01,RBLX,2023-12-18,0.03305785123966942
strict_wheel_no_stops,0.01,RBLX,2024-01-08,-0.018760330578512424
strict_wheel_no_stops,0.01,RBLX,2024-01-22,-0.014380165289256215
strict_wheel_no_stops,0.01,RBLX,2024-01-29,0.005785123966942172
strict_wheel_no_stops,0.01,RBLX,2024-02-05,-0.015123966942148747
strict_wheel_no_stops,0.01,RBLX,2024-02-12,0.03628099173553719
strict_wheel_no_stops,0.01,RBLX,2024-02-26,-0.020247933884297544
strict_wheel_no_stops,0.01,RBLX,2024-03-04,-0.01347107438016531
strict_wheel_no_stops,0.01,RBLX,2024-03-11,0.019669421487603325
strict_wheel_no_stops,0.01,RBLX,2024-03-18,-0.04826446280991733
strict_wheel_no_stops,0.01,RBLX,2024-04-01,0.013553719008264468
strict_wheel_no_stops,0.01,RBLX,2024-04-08,0.0031404958677685576
strict_wheel_no_stops,0.01,RBLX,2024-04-15,-0.012892561983471093
strict_wheel_no_stops,0.01,RBLX,2024-04-22,-0.014049586776859468
strict_wheel_no_stops,0.01,RBLX,2024-04-29,0.01322314049586778
strict_wheel_no_stops,0.01,RBLX,2024-05-06,0.02933884297520659
strict_wheel_no_stops,0.01,RBLX,2024-05-13,-0.0756198347107438
strict_wheel_no_stops,0.01,RBLX,2024-05-20,0.021735537190082664
strict_wheel_no_stops,0.01,RBLX,2024-06-03,0.007355371900826392
strict_wheel_no_stops,0.01,RBLX,2024-06-10,0.0042148760330578934
strict_wheel_no_stops,0.01,RBLX,2024-06-17,0.007520661157024765
strict_wheel_no_stops,0.01,RBLX,2024-06-24,-0.005867768595041329
strict_wheel_no_stops,0.01,RBLX,2024-07-01,0.015454545454545492
strict_wheel_no_stops,0.01,RBLX,2024-07-08,0.022809917355371884
strict_wheel_no_stops,0.01,RBLX,2024-07-15,0.010661157024793382
strict_wheel_no_stops,0.01,RBLX,2024-07-22,-0.0009090909090909044
strict_wheel_no_stops,0.01,RBLX,2024-07-29,-0.0035537190082644606
strict_wheel_no_stops,0.01,RBLX,2024-08-05,-0.03338842975206611
strict_wheel_no_stops,0.01,RBLX,2024-08-12,0.006528925619834704
strict_wheel_no_stops,0.01,RBLX,2024-08-19,0.02925619834710743
strict_wheel_no_stops,0.01,RBLX,2024-08-26,0.02545454545454544
strict_wheel_no_stops,0.01,RBLX,2024-09-09,-0.002644628099173556
strict_wheel_no_stops,0.01,RBLX,2024-09-16,0.02165289256198351
strict_wheel_no_stops,0.01,RBLX,2024-09-23,-0.005867768595041329
strict_wheel_no_stops,0.01,RBLX,2024-09-30,-0.010495867768595067
strict_wheel_no_stops,0.01,RBLX,2024-10-07,-0.02371900826446279
strict_wheel_no_stops,0.01,RBLX,2024-10-14,-0.004958677685950425
strict_wheel_no_stops,0.01,RBLX,2024-10-21,-0.003966942148760305
strict_wheel_no_stops,0.01,RBLX,2024-10-28,0.016446280991735496
strict_wheel_no_stops,0.01,RBLX,2024-11-04,0.06363636363636366
strict_wheel_no_stops,0.01,RBLX,2024-11-11,0.03768595041322316
strict_wheel_no_stops,0.01,RBLX,2024-11-18,-0.029173553719008274
strict_wheel_no_stops,0.01,RBLX,2024-11-25,-0.015454545454545492
strict_wheel_no_stops,0.01,RBLX,2024-12-02,0.024793388429752067
strict_wheel_no_stops,0.01,RBLX,2024-12-09,0.03942148760330581
strict_wheel_no_stops,0.01,RBLX,2024-12-16,0.037355371900826474
strict_wheel_no_stops,0.01,RBLX,2024-12-23,-0.01801652892561983
strict_wheel_no_stops,0.01,RBLX,2024-12-30,-0.006528925619834762
strict_wheel_no_stops,0.01,RBLX,2025-01-06,0.0285123966942149
strict_wheel_no_stops,0.01,RBLX,2025-01-13,-0.0046280991735537375
strict_wheel_no_stops,0.01,RBLX,2025-01-27,0.0479338842975207
strict_wheel_no_stops,0.01,RBLX,2025-02-03,0.02900826446280996
strict_wheel_no_stops,0.01,RBLX,2025-02-10,-0.046528925619834786
strict_wheel_no_stops,0.01,RBLX,2025-02-24,-0.03289256198347105
strict_wheel_no_stops,0.01,RBLX,2025-03-03,0.00917355371900826
strict_wheel_no_stops,0.01,RBLX,2025-03-10,-0.06950413223140493
strict_wheel_no_stops,0.01,RBLX,2025-03-17,0.0264462809917355
strict_wheel_no_stops,0.01,RBLX,2025-03-24,0.034793388429752076
strict_wheel_no_stops,0.01,RBLX,2025-03-31,-0.023884297520661162
strict_wheel_no_stops,0.01,RBLX,2025-04-07,-0.04760330578512395
strict_wheel_no_stops,0.01,RBLX,2025-04-21,0.06099173553719005
strict_wheel_no_stops,0.01,RBLX,2025-04-28,0.05388429752066124
strict_wheel_no_stops,0.01,RBLX,2025-05-05,0.04454545454545443
strict_wheel_no_stops,0.01,RBLX,2025-05-12,0.013801652892561998
strict_wheel_no_stops,0.01,RBLX,2025-05-19,0.06380165289256197
strict_wheel_no_stops,0.01,RBLX,2025-06-02,0.07223140495867776
strict_wheel_no_stops,0.01,RBLX,2025-06-09,0.028677685950413215
strict_wheel_no_stops,0.01,RBLX,2025-06-16,0.058016528925619794
strict_wheel_no_stops,0.01,RBLX,2025-06-23,0.02520661157024791
strict_wheel_no_stops,0.01,RBLX,2025-07-07,0.03528925619834719
strict_wheel_no_stops,0.01,RBLX,2025-07-14,0.11002839256198343
strict_wheel_no_stops,0.01,RBLX,2025-07-21,-0.007326979338843032
strict_wheel_no_stops,0.01,RBLX,2025-07-28,0.02473913636363637
strict_wheel_no_stops,0.01,RBLX,2025-08-04,0.05614409504132221
strict_wheel_no_stops,0.01,RBLX,2025-08-11,0.0274664090909091
strict_wheel_no_stops,0.01,RBLX,2025-08-18,0.030193681818181814
strict_wheel_no_stops,0.01,RBLX,2025-08-25,0.07085483884297526
strict_wheel_no_stops,0.01,RBLX,2025-09-08,0.07870607851239667
strict_wheel_no_stops,0.01,RBLX,2025-09-15,0.009192693181818182
strict_wheel_no_stops,0.01,RBLX,2025-09-22,0.009268450757575757
strict_wheel_no_stops,0.01,RBLX,2025-09-29,-0.08857768014705884
strict_wheel_no_stops,0.01,RBLX,2025-10-06,0.030172319852941165
strict_wheel_no_stops,0.01,RBLX,2025-10-13,0.015539966911764793
strict_wheel_no_stops,0.01,RBLX,2025-10-20,0.023628202205882468
strict_wheel_no_stops,0.01,RBLX,2025-10-27,0.014510555147058936
strict_wheel_no_stops,0.01,RBLX,2025-11-03,-0.04455882352941178
strict_wheel_no_stops,0.01,RBLX,2025-11-10,-0.01691176470588233
strict_wheel_no_stops,0.01,RBLX,2025-11-17,-0.03007352941176473
strict_wheel_no_stops,0.01,RBLX,2025-11-24,-0.07860294117647057
strict_wheel_no_stops,0.01,RBLX,2025-12-01,0.023602941176470646
strict_wheel_no_stops,0.01,RBLX,2025-12-08,0.028308823529411723
strict_wheel_no_stops,0.01,RBLX,2025-12-15,-0.07852941176470593
strict_wheel_no_stops,0.01,RBLX,2025-12-22,-0.036617647058823456
strict_wheel_no_stops,0.01,RBLX,2025-12-29,-0.003382352941176529
strict_wheel_no_stops,0.01,RBLX,2026-01-05,-0.003529411764705807
strict_wheel_no_stops,0.01,RBLX,2026-01-12,-0.031764705882352993
strict_wheel_no_stops,0.01,RBLX,2026-01-26,-0.019926470588235247
strict_wheel_no_stops,0.01,RBLX,2026-02-02,-0.04801470588235295
strict_wheel_no_stops,0.01,RBLX,2026-02-09,0.0438970588235294
strict_wheel_no_stops,0.01,RBLX,2026-02-23,-0.0810294117647059
strict_wheel_no_stops,0.01,RBLX,2026-03-02,0.03683823529411763
strict_wheel_no_stops,0.01,RBLX,2026-03-09,-0.03522058823529411
strict_wheel_no_stops,0.01,RBLX,2026-03-16,-0.025588235294117623
strict_wheel_no_stops,0.01,RBLX,2026-03-23,-0.01713235294117646
strict_wheel_no_stops,0.01,RGTI,2021-04-26,0.0
strict_wheel_no_stops,0.01,RGTI,2021-05-03,0.0
strict_wheel_no_stops,0.01,RGTI,2021-05-10,0.0
strict_wheel_no_stops,0.01,RGTI,2021-05-17,0.0
strict_wheel_no_stops,0.01,RGTI,2021-05-24,0.0
strict_wheel_no_stops,0.01,RGTI,2021-06-07,0.0
strict_wheel_no_stops,0.01,RGTI,2021-06-14,0.0
strict_wheel_no_stops,0.01,RGTI,2021-06-21,0.0
strict_wheel_no_stops,0.01,RGTI,2021-06-28,0.0
strict_wheel_no_stops,0.01,RGTI,2021-07-12,0.0
strict_wheel_no_stops,0.01,RGTI,2021-07-19,0.0
strict_wheel_no_stops,0.01,RGTI,2021-07-26,0.0
strict_wheel_no_stops,0.01,RGTI,2021-08-02,0.0
strict_wheel_no_stops,0.01,RGTI,2021-08-09,0.0
strict_wheel_no_stops,0.01,RGTI,2021-08-16,0.0
strict_wheel_no_stops,0.01,RGTI,2021-08-23,0.0
strict_wheel_no_stops,0.01,RGTI,2021-08-30,0.0
strict_wheel_no_stops,0.01,RGTI,2021-09-13,0.0
strict_wheel_no_stops,0.01,RGTI,2021-09-20,0.0
strict_wheel_no_stops,0.01,RGTI,2021-09-27,0.0
strict_wheel_no_stops,0.01,RGTI,2021-10-04,0.0
strict_wheel_no_stops,0.01,RGTI,2021-10-11,0.0
strict_wheel_no_stops,0.01,RGTI,2021-10-18,0.0
strict_wheel_no_stops,0.01,RGTI,2021-10-25,0.0
strict_wheel_no_stops,0.01,RGTI,2021-11-01,0.0
strict_wheel_no_stops,0.01,RGTI,2021-11-08,0.0
strict_wheel_no_stops,0.01,RGTI,2021-11-15,0.0
strict_wheel_no_stops,0.01,RGTI,2021-11-22,0.0
strict_wheel_no_stops,0.01,RGTI,2021-11-29,0.0
strict_wheel_no_stops,0.01,RGTI,2021-12-06,0.0
strict_wheel_no_stops,0.01,RGTI,2021-12-13,0.0
strict_wheel_no_stops,0.01,RGTI,2021-12-27,0.0
strict_wheel_no_stops,0.01,RGTI,2022-01-03,0.0
strict_wheel_no_stops,0.01,RGTI,2022-01-10,0.0
strict_wheel_no_stops,0.01,RGTI,2022-01-24,0.0
strict_wheel_no_stops,0.01,RGTI,2022-01-31,0.0
strict_wheel_no_stops,0.01,RGTI,2022-02-07,0.0
strict_wheel_no_stops,0.01,RGTI,2022-02-14,0.0
strict_wheel_no_stops,0.01,RGTI,2022-02-28,0.0
strict_wheel_no_stops,0.01,RGTI,2022-03-07,0.0
strict_wheel_no_stops,0.01,RGTI,2022-03-14,0.0
strict_wheel_no_stops,0.01,RGTI,2022-03-21,0.0
strict_wheel_no_stops,0.01,RGTI,2022-03-28,0.0
strict_wheel_no_stops,0.01,RGTI,2022-04-04,0.0
strict_wheel_no_stops,0.01,RGTI,2022-04-18,0.0
strict_wheel_no_stops,0.01,RGTI,2022-04-25,0.0
strict_wheel_no_stops,0.01,RGTI,2022-05-02,0.0
strict_wheel_no_stops,0.01,RGTI,2022-05-09,0.0
strict_wheel_no_stops,0.01,RGTI,2022-05-16,0.0
strict_wheel_no_stops,0.01,RGTI,2022-05-23,0.0
strict_wheel_no_stops,0.01,RGTI,2022-06-06,0.0
strict_wheel_no_stops,0.01,RGTI,2022-06-13,0.0
strict_wheel_no_stops,0.01,RGTI,2022-06-27,0.0
strict_wheel_no_stops,0.01,RGTI,2022-07-11,0.0
strict_wheel_no_stops,0.01,RGTI,2022-07-18,0.0
strict_wheel_no_stops,0.01,RGTI,2022-07-25,0.0
strict_wheel_no_stops,0.01,RGTI,2022-08-01,0.0
strict_wheel_no_stops,0.01,RGTI,2022-08-08,0.0
strict_wheel_no_stops,0.01,RGTI,2022-08-15,0.0
strict_wheel_no_stops,0.01,RGTI,2022-08-22,0.0
strict_wheel_no_stops,0.01,RGTI,2022-08-29,0.0
strict_wheel_no_stops,0.01,RGTI,2022-09-12,0.0
strict_wheel_no_stops,0.01,RGTI,2022-09-19,0.0
strict_wheel_no_stops,0.01,RGTI,2022-09-26,0.0
strict_wheel_no_stops,0.01,RGTI,2022-10-03,0.0
strict_wheel_no_stops,0.01,RGTI,2022-10-10,0.0
strict_wheel_no_stops,0.01,RGTI,2022-10-17,0.0
strict_wheel_no_stops,0.01,RGTI,2022-10-24,0.0
strict_wheel_no_stops,0.01,RGTI,2022-10-31,0.0
strict_wheel_no_stops,0.01,RGTI,2022-11-07,0.0
strict_wheel_no_stops,0.01,RGTI,2022-11-14,0.0
strict_wheel_no_stops,0.01,RGTI,2022-11-21,0.0
strict_wheel_no_stops,0.01,RGTI,2022-11-28,0.0
strict_wheel_no_stops,0.01,RGTI,2022-12-05,0.0
strict_wheel_no_stops,0.01,RGTI,2022-12-12,0.0
strict_wheel_no_stops,0.01,RGTI,2022-12-19,0.0
strict_wheel_no_stops,0.01,RGTI,2023-01-09,0.0
strict_wheel_no_stops,0.01,RGTI,2023-01-23,0.0
strict_wheel_no_stops,0.01,RGTI,2023-01-30,0.0
strict_wheel_no_stops,0.01,RGTI,2023-02-06,0.0
strict_wheel_no_stops,0.01,RGTI,2023-02-13,0.0
strict_wheel_no_stops,0.01,RGTI,2023-02-27,0.0
strict_wheel_no_stops,0.01,RGTI,2023-03-06,0.0
strict_wheel_no_stops,0.01,RGTI,2023-03-13,0.0
strict_wheel_no_stops,0.01,RGTI,2023-03-20,0.0
strict_wheel_no_stops,0.01,RGTI,2023-03-27,0.0
strict_wheel_no_stops,0.01,RGTI,2023-04-10,0.0
strict_wheel_no_stops,0.01,RGTI,2023-04-17,0.0
strict_wheel_no_stops,0.01,RGTI,2023-04-24,0.0
strict_wheel_no_stops,0.01,RGTI,2023-05-01,0.0
strict_wheel_no_stops,0.01,RGTI,2023-05-08,0.0
strict_wheel_no_stops,0.01,RGTI,2023-05-15,0.0
strict_wheel_no_stops,0.01,RGTI,2023-05-22,0.0
strict_wheel_no_stops,0.01,RGTI,2023-06-05,0.0
strict_wheel_no_stops,0.01,RGTI,2023-06-12,0.0
strict_wheel_no_stops,0.01,RGTI,2023-06-26,0.0
strict_wheel_no_stops,0.01,RGTI,2023-07-03,0.0
strict_wheel_no_stops,0.01,RGTI,2023-07-10,0.0
strict_wheel_no_stops,0.01,RGTI,2023-07-17,0.0
strict_wheel_no_stops,0.01,RGTI,2023-07-24,0.0
strict_wheel_no_stops,0.01,RGTI,2023-07-31,0.0
strict_wheel_no_stops,0.01,RGTI,2023-08-07,0.0
strict_wheel_no_stops,0.01,RGTI,2023-08-14,0.0
strict_wheel_no_stops,0.01,RGTI,2023-08-21,0.0
strict_wheel_no_stops,0.01,RGTI,2023-08-28,0.0
strict_wheel_no_stops,0.01,RGTI,2023-09-11,0.0
strict_wheel_no_stops,0.01,RGTI,2023-09-18,0.0
strict_wheel_no_stops,0.01,RGTI,2023-09-25,0.0
strict_wheel_no_stops,0.01,RGTI,2023-10-02,0.0
strict_wheel_no_stops,0.01,RGTI,2023-10-09,0.0
strict_wheel_no_stops,0.01,RGTI,2023-10-16,0.0
strict_wheel_no_stops,0.01,RGTI,2023-10-23,0.0
strict_wheel_no_stops,0.01,RGTI,2023-10-30,0.0
strict_wheel_no_stops,0.01,RGTI,2023-11-06,0.0
strict_wheel_no_stops,0.01,RGTI,2023-11-13,0.0
strict_wheel_no_stops,0.01,RGTI,2023-11-20,0.0
strict_wheel_no_stops,0.01,RGTI,2023-11-27,0.0
strict_wheel_no_stops,0.01,RGTI,2023-12-04,0.0
strict_wheel_no_stops,0.01,RGTI,2023-12-11,0.0
strict_wheel_no_stops,0.01,RGTI,2023-12-18,0.0
strict_wheel_no_stops,0.01,RGTI,2024-01-08,0.0
strict_wheel_no_stops,0.01,RGTI,2024-01-22,0.0
strict_wheel_no_stops,0.01,RGTI,2024-01-29,0.0
strict_wheel_no_stops,0.01,RGTI,2024-02-05,0.0
strict_wheel_no_stops,0.01,RGTI,2024-02-12,0.0
strict_wheel_no_stops,0.01,RGTI,2024-02-26,0.0
strict_wheel_no_stops,0.01,RGTI,2024-03-04,0.0
strict_wheel_no_stops,0.01,RGTI,2024-03-11,0.0
strict_wheel_no_stops,0.01,RGTI,2024-03-18,0.0
strict_wheel_no_stops,0.01,RGTI,2024-04-01,0.0
strict_wheel_no_stops,0.01,RGTI,2024-04-08,0.0
strict_wheel_no_stops,0.01,RGTI,2024-04-15,0.0
strict_wheel_no_stops,0.01,RGTI,2024-04-22,0.0
strict_wheel_no_stops,0.01,RGTI,2024-04-29,0.0
strict_wheel_no_stops,0.01,RGTI,2024-05-06,0.0
strict_wheel_no_stops,0.01,RGTI,2024-05-13,0.0
strict_wheel_no_stops,0.01,RGTI,2024-05-20,0.0
strict_wheel_no_stops,0.01,RGTI,2024-06-03,0.0
strict_wheel_no_stops,0.01,RGTI,2024-06-10,0.0
strict_wheel_no_stops,0.01,RGTI,2024-06-17,0.0
strict_wheel_no_stops,0.01,RGTI,2024-06-24,0.0
strict_wheel_no_stops,0.01,RGTI,2024-07-01,0.0
strict_wheel_no_stops,0.01,RGTI,2024-07-08,0.0
strict_wheel_no_stops,0.01,RGTI,2024-07-15,0.0
strict_wheel_no_stops,0.01,RGTI,2024-07-22,0.0
strict_wheel_no_stops,0.01,RGTI,2024-07-29,0.0
strict_wheel_no_stops,0.01,RGTI,2024-08-05,0.0
strict_wheel_no_stops,0.01,RGTI,2024-08-12,0.0
strict_wheel_no_stops,0.01,RGTI,2024-08-19,0.0
strict_wheel_no_stops,0.01,RGTI,2024-08-26,0.0
strict_wheel_no_stops,0.01,RGTI,2024-09-09,0.0
strict_wheel_no_stops,0.01,RGTI,2024-09-16,0.0
strict_wheel_no_stops,0.01,RGTI,2024-09-23,0.0
strict_wheel_no_stops,0.01,RGTI,2024-09-30,0.0
strict_wheel_no_stops,0.01,RGTI,2024-10-07,0.0
strict_wheel_no_stops,0.01,RGTI,2024-10-14,0.0
strict_wheel_no_stops,0.01,RGTI,2024-10-21,0.0
strict_wheel_no_stops,0.01,RGTI,2024-10-28,0.0
strict_wheel_no_stops,0.01,RGTI,2024-11-04,0.0
strict_wheel_no_stops,0.01,RGTI,2024-11-11,0.0
strict_wheel_no_stops,0.01,RGTI,2024-11-18,0.0
strict_wheel_no_stops,0.01,RGTI,2024-11-25,0.0
strict_wheel_no_stops,0.01,RGTI,2024-12-02,0.0
strict_wheel_no_stops,0.01,RGTI,2024-12-09,0.0
strict_wheel_no_stops,0.01,RGTI,2024-12-16,0.0
strict_wheel_no_stops,0.01,RGTI,2024-12-23,0.0057913999999999995
strict_wheel_no_stops,0.01,RGTI,2024-12-30,0.007786291666666667
strict_wheel_no_stops,0.01,RGTI,2025-01-06,-0.414617064516129
strict_wheel_no_stops,0.01,RGTI,2025-01-13,-0.18580645161290324
strict_wheel_no_stops,0.01,RGTI,2025-01-27,0.4189313225806452
strict_wheel_no_stops,0.01,RGTI,2025-02-03,0.025382935483871015
strict_wheel_no_stops,0.01,RGTI,2025-02-10,-0.029455774193548386
strict_wheel_no_stops,0.01,RGTI,2025-02-24,-0.1090322580645162
strict_wheel_no_stops,0.01,RGTI,2025-03-03,-0.15612903225806446
strict_wheel_no_stops,0.01,RGTI,2025-03-10,0.013548387096774191
strict_wheel_no_stops,0.01,RGTI,2025-03-17,0.21506035483870967
strict_wheel_no_stops,0.01,RGTI,2025-03-24,0.04580645161290317
strict_wheel_no_stops,0.01,RGTI,2025-03-31,-0.11999999999999997
strict_wheel_no_stops,0.01,RGTI,2025-04-07,0.026451612903225816
strict_wheel_no_stops,0.01,RGTI,2025-04-21,-0.014193548387096815
strict_wheel_no_stops,0.01,RGTI,2025-04-28,0.07161290322580653
strict_wheel_no_stops,0.01,RGTI,2025-05-05,0.03064516129032256
strict_wheel_no_stops,0.01,RGTI,2025-05-12,0.1250603548387097
strict_wheel_no_stops,0.01,RGTI,2025-05-19,0.012903225806451682
strict_wheel_no_stops,0.01,RGTI,2025-06-02,0.013548387096774134
strict_wheel_no_stops,0.01,RGTI,2025-06-09,-0.06064516129032255
strict_wheel_no_stops,0.01,RGTI,2025-06-16,0.054193548387096765
strict_wheel_no_stops,0.01,RGTI,2025-06-23,-0.08838709677419362
strict_wheel_no_stops,0.01,RGTI,2025-07-07,0.19893132258064522
strict_wheel_no_stops,0.01,RGTI,2025-07-14,0.03806451612903225
strict_wheel_no_stops,0.01,RGTI,2025-07-21,0.22280229032258056
strict_wheel_no_stops,0.01,RGTI,2025-07-28,0.018286161290322633
strict_wheel_no_stops,0.01,RGTI,2025-08-04,0.11506035483870972
strict_wheel_no_stops,0.01,RGTI,2025-08-11,0.04215712903225812
strict_wheel_no_stops,0.01,RGTI,2025-08-18,0.006673258064516157
strict_wheel_no_stops,0.01,RGTI,2025-08-25,0.05312487096774192
strict_wheel_no_stops,0.01,RGTI,2025-09-08,0.008102535714285715
strict_wheel_no_stops,0.01,RGTI,2025-09-15,0.00784914705882353
strict_wheel_no_stops,0.01,RGTI,2025-09-22,0.010976479166666667
strict_wheel_no_stops,0.01,RGTI,2025-09-29,0.007643145833333333
strict_wheel_no_stops,0.01,RGTI,2025-10-06,0.009195015151515152
strict_wheel_no_stops,0.01,RGTI,2025-10-13,0.0014249466666666666
strict_wheel_no_stops,0.01,RGTI,2025-10-20,0.008162253731343284
strict_wheel_no_stops,0.01,RGTI,2025-10-27,0.009195015151515152
strict_wheel_no_stops,0.01,RGTI,2025-11-03,0.009195015151515152
strict_wheel_no_stops,0.01,RGTI,2025-11-10,-0.012175557692307677
strict_wheel_no_stops,0.01,RGTI,2025-11-17,-0.021021711538461507
strict_wheel_no_stops,0.01,RGTI,2025-11-24,0.12397828846153848
strict_wheel_no_stops,0.01,RGTI,2025-12-01,0.043209057692307665
strict_wheel_no_stops,0.01,RGTI,2025-12-08,0.007895326530612245
strict_wheel_no_stops,0.01,RGTI,2025-12-15,0.010163595238095239
strict_wheel_no_stops,0.01,RGTI,2025-12-22,-0.09466258000000005
strict_wheel_no_stops,0.01,RGTI,2025-12-29,-0.00026257999999997707
strict_wheel_no_stops,0.01,RGTI,2026-01-05,0.06533742
strict_wheel_no_stops,0.01,RGTI,2026-01-12,0.04253742000000009
strict_wheel_no_stops,0.01,RGTI,2026-01-26,-0.14946257999999998
strict_wheel_no_stops,0.01,RGTI,2026-02-02,-0.018400000000000034
strict_wheel_no_stops,0.01,RGTI,2026-02-09,-0.0048000000000000395
strict_wheel_no_stops,0.01,RGTI,2026-02-23,-0.06280000000000001
strict_wheel_no_stops,0.01,RGTI,2026-03-02,0.06680000000000007
strict_wheel_no_stops,0.01,RGTI,2026-03-09,-0.0035999999999999943
strict_wheel_no_stops,0.01,RGTI,2026-03-16,-0.058400000000000035
strict_wheel_no_stops,0.01,RGTI,2026-03-23,-0.01039999999999999
strict_wheel_no_stops,0.01,RKLB,2021-08-30,0.0
strict_wheel_no_stops,0.01,RKLB,2021-09-13,0.0
strict_wheel_no_stops,0.01,RKLB,2021-09-20,0.0
strict_wheel_no_stops,0.01,RKLB,2021-09-27,0.0
strict_wheel_no_stops,0.01,RKLB,2021-10-04,0.0
strict_wheel_no_stops,0.01,RKLB,2021-10-11,0.008494136363636363
strict_wheel_no_stops,0.01,RKLB,2021-10-18,0.0
strict_wheel_no_stops,0.01,RKLB,2021-10-25,0.0
strict_wheel_no_stops,0.01,RKLB,2021-11-01,0.0
strict_wheel_no_stops,0.01,RKLB,2021-11-08,0.0
strict_wheel_no_stops,0.01,RKLB,2021-11-15,0.0
strict_wheel_no_stops,0.01,RKLB,2021-11-22,0.0
strict_wheel_no_stops,0.01,RKLB,2021-11-29,0.0
strict_wheel_no_stops,0.01,RKLB,2021-12-06,0.0
strict_wheel_no_stops,0.01,RKLB,2021-12-13,0.008494136363636363
strict_wheel_no_stops,0.01,RKLB,2021-12-27,0.0
strict_wheel_no_stops,0.01,RKLB,2022-01-03,0.0
strict_wheel_no_stops,0.01,RKLB,2022-01-10,0.0
strict_wheel_no_stops,0.01,RKLB,2022-01-24,0.0
strict_wheel_no_stops,0.01,RKLB,2022-01-31,0.0
strict_wheel_no_stops,0.01,RKLB,2022-02-07,0.0
strict_wheel_no_stops,0.01,RKLB,2022-02-14,0.0
strict_wheel_no_stops,0.01,RKLB,2022-02-28,0.0
strict_wheel_no_stops,0.01,RKLB,2022-03-07,0.0
strict_wheel_no_stops,0.01,RKLB,2022-03-14,0.0
strict_wheel_no_stops,0.01,RKLB,2022-03-21,0.0
strict_wheel_no_stops,0.01,RKLB,2022-03-28,0.0
strict_wheel_no_stops,0.01,RKLB,2022-04-04,0.0
strict_wheel_no_stops,0.01,RKLB,2022-04-18,0.0
strict_wheel_no_stops,0.01,RKLB,2022-04-25,0.0
strict_wheel_no_stops,0.01,RKLB,2022-05-02,0.0
strict_wheel_no_stops,0.01,RKLB,2022-05-09,0.0
strict_wheel_no_stops,0.01,RKLB,2022-05-16,0.0
strict_wheel_no_stops,0.01,RKLB,2022-05-23,0.0
strict_wheel_no_stops,0.01,RKLB,2022-06-06,0.0
strict_wheel_no_stops,0.01,RKLB,2022-06-13,0.0
strict_wheel_no_stops,0.01,RKLB,2022-06-27,0.0
strict_wheel_no_stops,0.01,RKLB,2022-07-11,0.0
strict_wheel_no_stops,0.01,RKLB,2022-07-18,0.0
strict_wheel_no_stops,0.01,RKLB,2022-07-25,0.0
strict_wheel_no_stops,0.01,RKLB,2022-08-01,0.0
strict_wheel_no_stops,0.01,RKLB,2022-08-08,0.0
strict_wheel_no_stops,0.01,RKLB,2022-08-15,0.0
strict_wheel_no_stops,0.01,RKLB,2022-08-22,0.0
strict_wheel_no_stops,0.01,RKLB,2022-08-29,0.0
strict_wheel_no_stops,0.01,RKLB,2022-09-12,0.0
strict_wheel_no_stops,0.01,RKLB,2022-09-19,0.0
strict_wheel_no_stops,0.01,RKLB,2022-09-26,0.0
strict_wheel_no_stops,0.01,RKLB,2022-10-03,0.0
strict_wheel_no_stops,0.01,RKLB,2022-10-10,0.0
strict_wheel_no_stops,0.01,RKLB,2022-10-17,0.0
strict_wheel_no_stops,0.01,RKLB,2022-10-24,0.0
strict_wheel_no_stops,0.01,RKLB,2022-10-31,0.0
strict_wheel_no_stops,0.01,RKLB,2022-11-07,0.0
strict_wheel_no_stops,0.01,RKLB,2022-11-14,0.0
strict_wheel_no_stops,0.01,RKLB,2022-11-21,0.0
strict_wheel_no_stops,0.01,RKLB,2022-11-28,0.0
strict_wheel_no_stops,0.01,RKLB,2022-12-05,0.0
strict_wheel_no_stops,0.01,RKLB,2022-12-12,0.0
